Gene1,Gene2
DAAM1,FOXA1
ECT2,FOXA1
EFNA1,FOXA1
EFTUD1,FOXA1
ELK3,FOXA1
ELL2,FOXA1
EPB41L2,FOXA1
ERRFI1,FOXA1
EXO1,FOXA1
FABP1,FOXA1
FBXO28,FOXA1
FGB,FOXA1
FOXA1,FOXP1
FOXA1,GNPNAT1
FOXA1,GTF3C2
FOXA1,HACL1
FOXA1,HELZ
FOXA1,HTATSF1
FOXA1,ID2
FOXA1,INO80D
FOXA1,MAGI3
FOXA1,MAML3
FOXA1,MAPK10
FOXA1,MCM7
FOXA1,NEDD4L
FOXA1,NEK7
FOXA1,NR2F2
FOXA1,PCIF1
FOXA1,PHLPP1
FOXA1,PSME3
FOXA1,PYGL
FOXA1,RAB34
FOXA1,RBP4
FOXA1,RGPD2
FOXA1,RIN2
FOXA1,RRM2
FOXA1,SEPP1
FOXA1,SERPIND1
FOXA1,SLC19A2
FOXA1,SLC39A10
FOXA1,SMAD3
FOXA1,SPG20
FOXA1,SPRED2
FOXA1,SSBP3
FOXA1,TF
FOXA1,TGIF1
FOXA1,TP53INP2
FOXA1,TRIB1
FOXA1,UGT2B11
FOXA1,VCAN
FOXA1,VEZF1
FOXA1,XRN1
FOXA1,YAE1D1
FOXA1,ZFP36L2
FOXA1,ZNF3
AEBP2,FOXA2
AMBP,FOXA2
ANG,FOXA2
ARID5B,FOXA2
ATF6,FOXA2
ATRX,FOXA2
AURKB,FOXA2
CAT,FOXA2
CITED2,FOXA2
COMMD3,FOXA2
COMMD3-BMI1,FOXA2
CPD,FOXA2
DAAM1,FOXA2
DNMT3B,FOXA2
ECT2,FOXA2
EDEM3,FOXA2
EFNA1,FOXA2
EFTUD1,FOXA2
ELK3,FOXA2
ELL2,FOXA2
EPB41L2,FOXA2
EXO1,FOXA2
FABP1,FOXA2
FAM13A,FOXA2
FOXA2,FOXP1
FOXA2,GGH
FOXA2,GSC
FOXA2,GSN
FOXA2,GTF3C2
FOXA2,HACL1
FOXA2,HCFC1
FOXA2,HELZ
FOXA2,HIST1H4C
FOXA2,HPX
FOXA2,HTATSF1
FOXA2,ID2
FOXA2,KIF20B
FOXA2,LPIN1
FOXA2,LTA4H
FOXA2,MAGI3
FOXA2,MAML3
FOXA2,MANEA
FOXA2,MAPK10
FOXA2,MCM5
FOXA2,MCM7
FOXA2,NARS2
FOXA2,NCOA1
FOXA2,NEDD4L
FOXA2,NR1H3
FOXA2,NR2F2
FOXA2,OTX2
FOXA2,PDCD2L
FOXA2,PDZK1
FOXA2,PHLPP1
FOXA2,POLR3E
FOXA2,RBP4
FOXA2,RGPD2
FOXA2,RHOBTB3
FOXA2,RIN2
FOXA2,RNASE4
FOXA2,RRM2
FOXA2,SERPIND1
FOXA2,SHOX2
FOXA2,SLC39A10
FOXA2,SPG20
FOXA2,SPINK1
FOXA2,SPRED2
FOXA2,TBX3
FOXA2,TF
FOXA2,TGIF1
FOXA2,TJP2
FOXA2,TLE1
FOXA2,TLE3
FOXA2,TP53INP2
FOXA2,TRIB1
FOXA2,TTC39B
FOXA2,UGT2B11
FOXA2,VEZF1
FOXA2,VPS54
FOXA2,WEE1
FOXA2,XRN1
FOXA2,YAE1D1
FOXA2,ZBTB2
FOXA2,ZFP36L2
FOXA2,ZNF24
FOXA2,ZWILCH
A1CF,FOXD3
ANKRD28,FOXD3
BHLHB9,FOXD3
C11orf74,FOXD3
CACYBP,FOXD3
CCDC81,FOXD3
CLCN3,FOXD3
COL4A1,FOXD3
CTNNB1,FOXD3
DEPDC7,FOXD3
EIF2C4,FOXD3
EIF3J,FOXD3
ERRFI1,FOXD3
FAM208A,FOXD3
FOXD3,FOXN3
FOXD3,GATA5
FOXD3,GPM6B
FOXD3,HAND2
FOXD3,INMT
FOXD3,MEF2C
FOXD3,MEIS1
FOXD3,MOV10
FOXD3,MXI1
FOXD3,NEDD4
FOXD3,NFIB
FOXD3,NR2F2
FOXD3,NREP
FOXD3,OTX2
FOXD3,POU5F1
FOXD3,RBBP7
FOXD3,RPE
FOXD3,RSPO3
FOXD3,RXRG
FOXD3,SATB1
FOXD3,SCG3
FOXD3,SEMA6A
FOXD3,SGK1
FOXD3,SSBP3
FOXD3,TBX3
FOXD3,TCF4
FOXD3,TTN
FOXD3,UBE2E3
FOXD3,YTHDF3
FOXD3,ZEB2
FOXD3,ZFHX3
FOXD3,ZNF521
FOXH1,SMAD2
FOXH1,SMAD3
ALPL,FOXJ2
ANKRD1,FOXJ2
APLNR,FOXJ2
ATP1B1,FOXJ2
ATRNL1,FOXJ2
C11orf74,FOXJ2
CALCOCO1,FOXJ2
CDKN1A,FOXJ2
CENPN,FOXJ2
CITED2,FOXJ2
CLDN10,FOXJ2
CNBP,FOXJ2
CTNNB1,FOXJ2
CXCR4,FOXJ2
DDAH1,FOXJ2
DDX55,FOXJ2
EFNA1,FOXJ2
ENOPH1,FOXJ2
ESRRG,FOXJ2
ETV1,FOXJ2
FAM120AOS,FOXJ2
FEN1,FOXJ2
FGB,FOXJ2
FLI1,FOXJ2
FOXJ2,FOXP1
FOXJ2,G6PC3
FOXJ2,GPM6B
FOXJ2,HARS
FOXJ2,HELZ
FOXJ2,HESX1
FOXJ2,HMGB2
FOXJ2,ITGB3BP
FOXJ2,JARID2
FOXJ2,KIAA1324L
FOXJ2,LRRC1
FOXJ2,MAF
FOXJ2,MAP4K3
FOXJ2,MAPKAPK3
FOXJ2,MEF2C
FOXJ2,MXI1
FOXJ2,NARS2
FOXJ2,NFIA
FOXJ2,NR2F2
FOXJ2,NUMB
FOXJ2,ORC4
FOXJ2,PCDH10
FOXJ2,PDCD4
FOXJ2,PEF1
FOXJ2,PIK3R4
FOXJ2,PITX2
FOXJ2,PLCE1
FOXJ2,PPP3CA
FOXJ2,PRDM1
FOXJ2,PRKCE
FOXJ2,RORB
FOXJ2,RUNX1
FOXJ2,RUNX1T1
FOXJ2,SALL3
FOXJ2,SATB1
FOXJ2,SEMA3A
FOXJ2,SEMA6D
FOXJ2,SGK1
FOXJ2,SLC39A8
FOXJ2,SUPT7L
FOXJ2,TCF4
FOXJ2,TRIM2
FOXJ2,TRIM27
FOXJ2,TRPS1
FOXJ2,USP3
FOXJ2,VEZT
FOXJ2,WWP1
FOXJ2,ZEB2
FOXJ2,ZFHX3
FOXJ2,ZNF581
FOXJ2,ZNF644
CDK1,FOXM1
FOXM1,STAT3
EXOSC8,FOXN3
AATF,FOXO1
ADAMTS3,FOXO1
ANKRD28,FOXO1
ANKRD44,FOXO1
BCOR,FOXO1
BSCL2,FOXO1
BTG1,FOXO1
CASK,FOXO1
CCDC112,FOXO1
COL5A2,FOXO1
COQ3,FOXO1
CRIM1,FOXO1
DACH1,FOXO1
DDAH1,FOXO1
DMKN,FOXO1
DUSP4,FOXO1
E2F3,FOXO1
EARS2,FOXO1
EFNA1,FOXO1
ETV5,FOXO1
FLI1,FOXO1
FOXO1,FOXP1
FOXO1,HELZ
FOXO1,HNF4A
FOXO1,HOXB3
FOXO1,ICA1
FOXO1,ID2
FOXO1,IGF1R
FOXO1,JAG1
FOXO1,KIF20A
FOXO1,KLHDC2
FOXO1,LIFR
FOXO1,LMO3
FOXO1,MAFF
FOXO1,MLLT6
FOXO1,MME
FOXO1,MOV10
FOXO1,MTX2
FOXO1,MXI1
FOXO1,NEDD4L
FOXO1,NEK7
FOXO1,NFATC1
FOXO1,NHSL1
FOXO1,NOG
FOXO1,OTX2
FOXO1,PAK1
FOXO1,PATZ1
FOXO1,PCK2
FOXO1,PDE4D
FOXO1,PRDM1
FOXO1,PTTG1
FOXO1,RABGAP1L
FOXO1,RIN2
FOXO1,RUNX1T1
FOXO1,SATB2
FOXO1,SEMA3E
FOXO1,SETBP1
FOXO1,SIRT1
FOXO1,SLC39A10
FOXO1,SLITRK2
FOXO1,SMAD3
FOXO1,SOX5
FOXO1,SRC
FOXO1,TFAP4
FOXO1,TFB2M
FOXO1,TFDP2
FOXO1,TGIF1
FOXO1,THRB
FOXO1,TIAM1
FOXO1,TLE3
FOXO1,TMEM47
FOXO1,TRERF1
FOXO1,VCAN
FOXO1,VEZT
FOXO1,YPEL5
FOXO1,ZBTB16
FOXO1,ZWILCH
AIMP2,FUBP1
FUBP1,TLE1
FUBP1,VIM
FUS,ILF3
FUS,POLR2A
FUS,SF1
FUS,SFPQ
FUS,SRRM1
FUS,SRSF10
FUS,SRSF2
FUS,YBX1
CYFIP2,FXR1
FXR1,PRSS23
GABPB1,HCFC1
GABPB1,LMO3
GABPB1,TDRD7
GABPB1,YAF2
ALDH18A1,GATA2
ANKRD1,GATA2
ATG4C,GATA2
B4GALT4,GATA2
BST2,GATA2
CCNG2,GATA2
CDK6,GATA2
CNKSR3,GATA2
CNOT7,GATA2
CREB3L4,GATA2
DDX5,GATA2
DNMT3A,GATA2
ELOF1,GATA2
ENO1,GATA2
ESRRG,GATA2
ESYT1,GATA2
ETV1,GATA2
ETV3,GATA2
FTSJ1,GATA2
GATA2,GLIS3
GATA2,GPR133
GATA2,HIST1H4C
GATA2,ISCA1
GATA2,JUN
GATA2,LAMB1
GATA2,LGALS4
GATA2,LRIG3
GATA2,MAPK1
GATA2,MID1
GATA2,MLH1
GATA2,MRPL10
GATA2,MTX2
GATA2,NNAT
GATA2,NREP
GATA2,NUMB
GATA2,NXT2
GATA2,OIP5
GATA2,PCIF1
GATA2,PLS1
GATA2,POLE4
GATA2,PSIP1
GATA2,PSMD9
GATA2,PTMA
GATA2,RABGAP1L
GATA2,RAI14
GATA2,RBBP4
GATA2,RBFOX2
GATA2,RIOK1
GATA2,RREB1
GATA2,RRM1
GATA2,RUNX1T1
GATA2,SFPQ
GATA2,SH2B3
GATA2,SLC25A11
GATA2,SLC2A1
GATA2,SMAD5
GATA2,SOX2
GATA2,SPRY2
GATA2,ST3GAL6
GATA2,STAT3
GATA2,TGFBR3
GATA2,TP53
GATA2,TRIM35
GATA2,UCHL3
GATA2,WDR74
GATA2,ZBTB16
GATA2,ZFC3H1
GATA2,ZNF219
ALDH18A1,GATA3
ANKRD1,GATA3
B4GALT4,GATA3
CCNG2,GATA3
CDK6,GATA3
CREB3L4,GATA3
DDX5,GATA3
DNMT3A,GATA3
DRAP1,GATA3
DSCR3,GATA3
ENO1,GATA3
ESRRG,GATA3
ETV1,GATA3
ETV3,GATA3
FER,GATA3
FTSJ1,GATA3
GATA2,GATA3
GATA3,GLIS3
GATA3,HOXB2
GATA3,JUN
GATA3,LAMB1
GATA3,LGALS4
GATA3,LMO2
GATA3,LRIG3
GATA3,MID1
GATA3,MLH1
GATA3,MRPL10
GATA3,MTX2
GATA3,NNAT
GATA3,NOP16
GATA3,NREP
GATA3,NXT2
GATA3,PIK3R1
GATA3,POU2F1
GATA3,PSIP1
GATA3,RAI14
GATA3,RBM39
GATA3,RIOK1
GATA3,RRM1
GATA3,RUNX1T1
GATA3,SFPQ
GATA3,SH2B3
GATA3,SLC25A11
GATA3,SMAD5
GATA3,SOX2
GATA3,SPRED2
GATA3,SPRY2
GATA3,SRRM1
GATA3,ST3GAL6
GATA3,STAT2
GATA3,TP53
GATA3,UCHL3
GATA3,ZFPM2
GATA3,ZNF219
GATA4,JARID2
GATA4,MEF2C
GATA4,SRF
GATA4,ZFPM2
GATAD2B,SMAD2
GCM1,HDAC1
BMP2,GLI1
BMP4,GLI1
FOXA2,GLI1
GLI1,GLI2
GLI1,PRKACB
GLI1,WNT5A
GLI1,ZIC2
BMP2,GLI2
BMP4,GLI2
GLI2,PRKACB
GLI2,WNT5A
GLI2,ZIC2
GMEB1,SMAD3
GSC,SMAD2
GSC,SMAD3
GTF2E1,GTF2F2
GTF2E1,TAF6
GTF2E1,TCEA1
GTF2F2,HTATSF1
GTF2F2,JUN
GTF2F2,KLF5
GTF2F2,TAF5
GTF2I,MYC
GTF2I,PIAS2
GTF2I,SMAD2
GTF2I,SRC
GTF2I,SRF
GTF2I,STAT3
GTF3C2,GTF3C4
GTF3C4,GTF3C5
H1F0,IPO5
H1F0,KPNA2
HAND1,HAND2
HAND1,TCF3
HAND2,NPM1
HAND2,TCF3
HCFC1,JUN
HCFC1,PDCD2
HCFC1,PPARGC1B
HCFC1,PPP1CC
HCFC1,PSIP1
HCFC1,SETD7
HCFC1,THAP11
BRMS1,HDAC1
BUB1,HDAC1
BUB1B,HDAC1
CDC20,HDAC1
DNMT3B,HDAC1
HDAC1,HDAC2
HDAC1,HDAC9
HDAC1,HIF1A
HDAC1,HIF1AN
HDAC1,ING1
HDAC1,MECOM
HDAC1,NFKBIA
HDAC1,NR2F2
HDAC1,NRIP1
HDAC1,PHB2
HDAC1,PHF21A
HDAC1,PIAS3
HDAC1,PITX2
HDAC1,PPP2R1B
HDAC1,PTMA
HDAC1,RBBP4
HDAC1,RBBP7
HDAC1,RBPJ
HDAC1,RFC1
HDAC1,RFC4
HDAC1,RUNX1
HDAC1,RUNX1T1
HDAC1,RUVBL2
HDAC1,SAP18
HDAC1,SMAD2
HDAC1,STAT2
HDAC1,TGIF1
HDAC1,TGIF2
HDAC1,TOP2A
HDAC1,TOP2B
HDAC1,TPD52L1
HDAC1,TRIM27
HDAC1,ZBTB16
BRMS1,HDAC2
CDC20,HDAC2
DNMT3B,HDAC2
HDAC2,HIF1AN
HDAC2,HOPX
HDAC2,ING1
HDAC2,MECOM
HDAC2,MXD1
HDAC2,NRIP1
HDAC2,PA2G4
HDAC2,PHB2
HDAC2,PHF21A
HDAC2,PTMA
HDAC2,RBBP4
HDAC2,RBBP7
HDAC2,RBPJ
HDAC2,RUNX1
HDAC2,SMARCA5
HDAC2,STAT3
HDAC2,THRB
HDAC2,TOP2A
HDAC2,TP53
HDAC9,ZBTB16
CDKN1A,HIF1A
CUL2,HIF1A
ERRFI1,HIF1A
F3,HIF1A
HIF1A,HIF1AN
HIF1A,HK1
HIF1A,HOOK1
HIF1A,HOOK2
HIF1A,ID2
HIF1A,JUN
HIF1A,KDR
HIF1A,MDK
HIF1A,NAA10
HIF1A,NCOA1
HIF1AN,VHL
HIF1A,PFKFB2
HIF1A,PLIN2
HIF1A,PLSCR4
HIF1A,PPT1
HIF1A,TCEB1
HIF1A,TCEB2
HIF1A,TF
HIF1A,TGFB1
HIF1A,TP53
EGLN1,HIF3A
HIF3A,VHL
CUL1,HIPK2
DDX39A,HIPK2
HIPK2,HMGA1
HIPK2,NKX3-1
HIPK2,PAX6
HIPK2,RUNX1
HIPK2,SMAD2
HIPK2,SP100
HIPK2,TP53INP1
HIST1H1B,MELK
HIST1H1B,SIRT1
F10,HIST1H1C
CDK1,HMGA1
HMGA1,IRF1
HMGA1,JUN
HMGA1,POU3F1
HMGA1,PRMT6
HMGA1,RARG
HMGA1,RNF4
HMGA1,SRF
CDK1,HMGA2
HMGA2,PIAS3
HMGA2,SMAD3
HMGB2,PGR
HMGB2,POU2F1
HMGB2,POU2F2
HMGB2,POU3F1
HMGB2,POU5F1
HMGB2,TP53
HMGN1,HMGN2
HMGN3,THRB
AAMP,HNF4A
AASS,HNF4A
ABLIM1,HNF4A
ACADVL,HNF4A
ACOX2,HNF4A
ACY1,HNF4A
AES,HNF4A
AKAP1,HNF4A
AKAP2,HNF4A
AKR1C3,HNF4A
AMBP,HNF4A
APBB2,HNF4A
APOA4,HNF4A
APOC2,HNF4A
ARID5B,HNF4A
ARL6IP6,HNF4A
ASXL1,HNF4A
ATL2,HNF4A
AURKA,HNF4A
B4GALT4,HNF4A
BCAR3,HNF4A
BCKDK,HNF4A
BCL11A,HNF4A
BET1,HNF4A
BPHL,HNF4A
C1GALT1,HNF4A
C4orf46,HNF4A
CASC5,HNF4A
CBR1,HNF4A
CCDC90B,HNF4A
CCS,HNF4A
CDC14B,HNF4A
CDC6,HNF4A
CHD9,HNF4A
CITED2,HNF4A
CRABP2,HNF4A
CREB3L3,HNF4A
CRYZL1,HNF4A
CUEDC2,HNF4A
DAAM1,HNF4A
DCLRE1C,HNF4A
DDIT3,HNF4A
DNMT3A,HNF4A
DNPEP,HNF4A
DOK4,HNF4A
DTL,HNF4A
E2F5,HNF4A
ECHDC2,HNF4A
ECI2,HNF4A
EEF1A1,HNF4A
EHMT1,HNF4A
ELF1,HNF4A
ENC1,HNF4A
ENO2,HNF4A
ENOPH1,HNF4A
EPHX2,HNF4A
ERRFI1,HNF4A
EXOC5,HNF4A
EXOSC9,HNF4A
F10,HNF4A
FAM169A,HNF4A
FGB,HNF4A
FLVCR2,HNF4A
FOXA2,HNF4A
FOXP1,HNF4A
FTSJ2,HNF4A
FTSJ3,HNF4A
FZD5,HNF4A
GALE,HNF4A
GALK1,HNF4A
GEMIN6,HNF4A
GLRX,HNF4A
GMNN,HNF4A
GPR108,HNF4A
GRHL1,HNF4A
GRTP1,HNF4A
GSN,HNF4A
GXYLT2,HNF4A
HACL1,HNF4A
HELZ,HNF4A
HIPK2,HNF4A
HNF4A,HNRNPD
HNF4A,HOOK2
HNF4A,HP
HNF4A,HSD17B11
HNF4A,IL13RA1
HNF4A,INSIG2
HNF4A,ISL1
HNF4A,JPH1
HNF4A,JUND
HNF4A,KIF16B
HNF4A,KIF21A
HNF4A,KLF6
HNF4A,KLHL24
HNF4A,KLHL28
HNF4A,KRCC1
HNF4A,LAMB2
HNF4A,LEFTY1
HNF4A,LGALS2
HNF4A,LRR1
HNF4A,LRRC1
HNF4A,LTBP1
HNF4A,LTV1
HNF4A,MAF
HNF4A,MAFG
HNF4A,MAP4K3
HNF4A,MDK
HNF4A,MECR
HNF4A,MED14
HNF4A,MEP1A
HNF4A,MGST2
HNF4A,MIF
HNF4A,MLLT6
HNF4A,MLST8
HNF4A,MRPL2
HNF4A,MTFP1
HNF4A,MTUS1
HNF4A,MXI1
HNF4A,NCOA1
HNF4A,NCOA6
HNF4A,NEDD9
HNF4A,NEK2
HNF4A,NFATC2
HNF4A,NFATC3
HNF4A,NFIA
HNF4A,NIN
HNF4A,NR1H3
HNF4A,NR2F2
HNF4A,NR2F6
HNF4A,NRIP1
HNF4A,NUDCD1
HNF4A,NUMB
HNF4A,OAS1
HNF4A,ODC1
HNF4A,ORC2
HNF4A,PABPC4L
HNF4A,PATZ1
HNF4A,PCDH17
HNF4A,PCDH7
HNF4A,PDZK1
HNF4A,PFKM
HNF4A,PHB2
HNF4A,PHF5A
HNF4A,PHLDB2
HNF4A,PJA2
HNF4A,PLA2G12B
HNF4A,PLCB1
HNF4A,PLK2
HNF4A,PNRC1
HNF4A,POLR2H
HNF4A,PON2
HNF4A,PPARGC1B
HNF4A,PTGR1
HNF4A,PYGL
HNF4A,RARG
HNF4A,RBFOX2
HNF4A,RBP2
HNF4A,REST
HNF4A,RIN2
HNF4A,RIPPLY1
HNF4A,RRAGD
HNF4A,RREB1
HNF4A,RTKN2
HNF4A,S100A13
HNF4A,SAMHD1
HNF4A,SAT1
HNF4A,SATB1
HNF4A,SCG3
HNF4A,SGK1
HNF4A,SH2B3
HNF4A,SHISA6
HNF4A,SIRT1
HNF4A,SLC2A1
HNF4A,SLC39A5
HNF4A,SMAD2
HNF4A,SMAD3
HNF4A,SMARCD2
HNF4A,SMYD5
HNF4A,SPPL2A
HNF4A,ST8SIA1
HNF4A,STAT2
HNF4A,SUB1
HNF4A,SUCLA2
HNF4A,TAOK3
HNF4A,TCF7L1
HNF4A,TCOF1
HNF4A,TFDP2
HNF4A,TGIF1
HNF4A,TK1
HNF4A,TOP2A
HNF4A,TPGS2
HNF4A,TRIP6
HNF4A,TRUB1
HNF4A,TTR
HNF4A,UHRF1
HNF4A,UNC93A
HNF4A,UPP1
HNF4A,USP39
HNF4A,VIL1
HNF4A,VPS54
HNF4A,WRB
HNF4A,YEATS4
HNF4A,ZAP70
HNF4A,ZNF219
HNF4A,ZNF567
HNF4A,ZNF589
HNF4A,ZNF764
HNF4A,ZNHIT3
HNRNPD,YBX1
HNRNPK,KHDRBS1
HNRNPK,KHDRBS2
HNRNPK,MAPK10
HNRNPK,MATR3
HNRNPK,RBMX
HNRNPK,SRC
HNRNPK,SRSF3
HNRNPK,YBX1
FARSA,HNRNPR
HNRNPUL1,NXF1
HNRNPUL1,TP53
HOPX,SRF
HOXB2,OTX2
HOXB3,OTX2
HOXB4,MEIS1
HOXB4,MYC
HOXB6,HOXB7
HOXB6,SAT1
GMNN,HOXB7
HOXB7,NFKBIA
FEZ1,HTATSF1
HTATSF1,POLR2A
CASK,ID1
ID1,IFI16
ID1,RUNX1T1
ID1,TCF3
ID1,TCF4
ID2,IFI16
ID2,NEDD9
ID2,TCF3
ID2,TCF4
ID3,IFI16
ID3,RUNX1T1
ID3,TCF4
ILF3,TRIP6
ILF3,XPO5
BRMS1,ING1
ING1,RBBP4
ING1,RBBP7
ING1,YWHAH
ING3,NR1H3
ING5,MCM6
ING5,NAV2
ING5,TADA3
ING5,TP53
ING5,VIM
ACTC1,IRF1
AFF1,IRF1
APOA2,IRF1
AR,IRF1
ASB9,IRF1
ATF3,IRF1
BCL11A,IRF1
BHLHB9,IRF1
BST2,IRF1
C11orf1,IRF1
COL3A1,IRF1
COL4A1,IRF1
COL4A6,IRF1
DPCD,IRF1
DUSP10,IRF1
E2F3,IRF1
EPAS1,IRF1
ESRRG,IRF1
ETV4,IRF1
EXTL2,IRF1
F3,IRF1
FAM46A,IRF1
FBXO22,IRF1
FLRT2,IRF1
FOSL2,IRF1
GEMIN7,IRF1
GRHL1,IRF1
HLX,IRF1
HOXB6,IRF1
HSDL2,IRF1
IFI16,IRF1
IRF1,IRF9
IRF1,ISG15
IRF1,KIF13B
IRF1,LDB2
IRF1,LGR4
IRF1,M6PR
IRF1,MEF2C
IRF1,MLLT6
IRF1,OTX2
IRF1,PAX6
IRF1,PCDH7
IRF1,PIK3R1
IRF1,PRKACB
IRF1,RCAN1
IRF1,RHOBTB3
IRF1,RORB
IRF1,RUNX1T1
IRF1,SAT1
IRF1,SLC38A2
IRF1,SMAD6
IRF1,SMARCD3
IRF1,SP110
IRF1,SPPL2A
IRF1,SPRED2
IRF1,STK3
IRF1,TCF4
IRF1,TDRD7
IRF1,TGIF1
IRF1,TLE3
IRF1,TMEM69
IRF1,TRIAP1
IRF1,XPO6
IRF1,ZCCHC24
IRF1,ZFHX3
IRF3,SYT1
IRF9,STAT2
IRF9,STAT3
ISL1,LHX1
ISL1,LMO2
IVNS1ABP,PFN2
IVNS1ABP,VIM
JMJD1C,THRB
ABCA1,JUN
ACADVL,JUN
AIF1L,JUN
AIMP2,JUN
AIRE,JUN
AMN1,JUN
ANKRD13A,JUN
ANKRD13C,JUN
ANKRD28,JUN
ANLN,JUN
ANXA3,JUN
APBB2,JUN
APOC1,JUN
ARID5B,JUN
ARL15,JUN
ASB9,JUN
ASPH,JUN
ASXL1,JUN
ATP1B1,JUN
BAG3,JUN
BCAS2,JUN
BCOR,JUN
BHLHE40,JUN
BLMH,JUN
BST2,JUN
BTG2,JUN
C20orf112,JUN
C3orf14,JUN
C4orf46,JUN
CAMK2D,JUN
CAPG,JUN
CAPN12,JUN
CAPN2,JUN
CCDC126,JUN
CCDC50,JUN
CCNA2,JUN
CD9,JUN
CDC14B,JUN
CDK4,JUN
CIITA,JUN
CLDN7,JUN
CLU,JUN
COL1A1,JUN
COL3A1,JUN
COL5A1,JUN
CRABP2,JUN
CREB3L4,JUN
ACADVL,JUND
ANKRD28,JUND
ANXA3,JUND
APBB2,JUND
ASB9,JUND
ATP1B1,JUND
BCOR,JUND
BHLHE40,JUND
BLMH,JUND
C20orf112,JUND
CAPN12,JUND
CAPN2,JUND
COL5A1,JUND
CRABP2,JUND
DRAP1,JUND
DUSP4,JUND
EEF1A1,JUND
EFTUD2,JUND
EIF3J,JUND
ELL2,JUND
EPS8L2,JUND
EWSR1,JUND
FAM46A,JUND
FLI1,JUND
GATA4,JUND
GPR108,JUND
GRPR,JUND
HELZ,JUND
HOOK2,JUND
DHRS3,JUN
ICA1,JUND
ITGA5,JUND
JUND,KAT7
JUND,KLF5
JUND,MAD2L1BP
JUND,MAFG
JUND,MALT1
JUND,MAPK1
JUND,MAPK10
JUND,NEDD4L
JUND,NR0B1
JUND,NUAK1
DOCK1,JUN
JUND,OSBPL10
JUND,PAWR
DPCD,JUN
JUND,PCDH10
JUND,PCDH17
JUND,PIM2
JUND,POLR2H
JUND,PPP1R9A
JUND,PPP2R1B
JUND,RABGAP1L
DRAP1,JUN
JUND,RARG
JUND,RBBP7
JUND,RBP4
JUND,RPP40
JUND,SAMD3
JUND,SEMA5A
JUND,SMAD3
JUND,SMARCA5
JUND,SMG6
JUND,SOS2
JUND,STK3
JUND,STX17
JUND,SYTL2
JUND,TCF3
JUND,TCOF1
JUND,TNNI3
JUND,TOPORS
JUND,TPD52L2
JUND,TRIB1
JUND,TRIM33
JUND,TUBA4A
JUND,TUBB6
DUSP4,JUN
JUND,ZDHHC2
JUND,ZFP36
JUND,ZSWIM7
ECSIT,JUN
EEF1A1,JUN
EFTUD2,JUN
EIF3J,JUN
ELF1,JUN
ELL2,JUN
ELOF1,JUN
ENC1,JUN
EPCAM,JUN
EPHA2,JUN
EPS8L2,JUN
EPSTI1,JUN
ERRFI1,JUN
ETV5,JUN
EWSR1,JUN
EXOSC5,JUN
FAM126A,JUN
FAM46A,JUN
FLI1,JUN
FLRT2,JUN
FOSB,JUN
GALC,JUN
GATA4,JUN
GCNT2,JUN
GEMIN6,JUN
GPN1,JUN
GPR108,JUN
GRPR,JUN
GYG1,JUN
HEG1,JUN
HELZ,JUN
HEXB,JUN
HK1,JUN
HMBS,JUN
HMGN1,JUN
HOMER1,JUN
HOOK2,JUN
HPS5,JUN
ICA1,JUN
ID1,JUN
IDI1,JUN
IL13RA1,JUN
IMP4,JUN
ITCH,JUN
ITGA5,JUN
ITGA6,JUN
ITIH4,JUN
JMJD1C,JUN
JUN,JUND
JUN,KAT7
JUN,KDM4C
JUN,KLC4
JUN,KLF5
JUN,LAMC1
JUN,LCP1
JUN,LIFR
JUN,LTBP1
JUN,MAD2L1BP
JUN,MAF
JUN,MAFF
JUN,MAFG
JUN,MALT1
JUN,MAPK1
JUN,MAPK10
JUN,MCM10
JUN,MLF1
JUN,MND1
JUN,MRPS11
JUN,MRPS30
JUN,MRRF
JUN,MTFP1
JUN,MXD1
JUN,MXI1
JUN,MYBBP1A
JUN,NAA16
JUN,NAA25
JUN,NAP1L3
JUN,NBEAL1
JUN,NCOA1
JUN,NEDD1
JUN,NEDD4L
JUN,NEK7
JUN,NHLH2
JUN,NIN
JUN,NR0B1
JUN,NR2F6
JUN,NR3C1
JUN,NRIP1
JUN,NT5DC3
JUN,NUAK1
JUN,NUMB
JUN,NVL
JUN,ORC2
JUN,OSBPL10
JUN,PAK1
JUN,PAQR3
JUN,PAWR
JUN,PAX6
JUN,PCDH10
JUN,PCDH17
JUN,PEG3
JUN,PFKFB2
JUN,PIM2
JUN,PJA2
JUN,PLAA
JUN,PLCD1
JUN,PLK2
JUN,PNPLA8
JUN,POLR1D
JUN,POLR2H
JUN,PPFIBP2
JUN,PPP1R9A
JUN,PPP2R1B
JUN,PSAT1
JUN,PWP1
JUN,RAB25
JUN,RAB31
JUN,RABGAP1L
JUN,RAI14
JUN,RBBP7
JUN,RBM24
JUN,RBM39
JUN,RBP4
JUN,RBPJ
JUN,RCAN1
JUN,RFX5
JUN,RPP40
JUN,RRM2
JUN,SAAL1
JUN,SAMD3
JUN,SAMD8
JUN,SART3
JUN,SEC22C
JUN,SEMA5A
JUN,SKIL
JUN,SLC25A26
JUN,SLC25A37
JUN,SLC7A3
JUN,SLITRK2
JUN,SMAD2
JUN,SMAD6
JUN,SMARCA5
JUN,SMARCD1
JUN,SMARCD3
JUN,SMG6
JUN,SNAI2
JUN,SNUPN
JUN,SNX16
JUN,SORD
JUN,SOS2
JUN,SPAG9
