Gene1,Gene2
IRF1,TGIF1
IRF1,TOB1
IRF1,TOM1L1
IRF1,TRMT6
IRF1,VPS11
IRF1,ZBTB20
IRF1,ZFHX3
IRF1,ZYX
ANKFY1,IRF2
APP,IRF2
ARHGEF6,IRF2
ASF1B,IRF2
B2M,IRF2
BACE1,IRF2
BC028528,IRF2
BST2,IRF2
CAMK1D,IRF2
CAMK2D,IRF2
CD44,IRF2
CD55,IRF2
CHD1,IRF2
CHD4,IRF2
CHMP5,IRF2
COL4A1,IRF2
CXCL16,IRF2
DENND2D,IRF2
EIF1AX,IRF2
EPAS1,IRF2
EPS15,IRF2
EYA1,IRF2
F3,IRF2
FABP4,IRF2
FAM76B,IRF2
GATAD2A,IRF2
GRINA,IRF2
H2-AA,IRF2
H2-K1,IRF2
H3F3B,IRF2
ICAM1,IRF2
IFT140,IRF2
IRF2,IRF4
IRF2,IRF5
IRF2,IRF6
IRF2,IRF7
IRF2,IRF8
IRF2,IRF9
IRF2,LGALS3BP
IRF2,LY86
IRF2,MEF2A
IRF2,MEIS1
IRF2,MT2
IRF2,MYD88
IRF2,OAS3
IRF2,PIK3R1
IRF2,PLAG1
IRF2,PLXNC1
IRF2,PML
IRF2,PRDM16
IRF2,PRKAA1
IRF2,PSMA3
IRF2,PSMB10
IRF2,PSMB2
IRF2,PSME2
IRF2,RAC1
IRF2,RPL30
IRF2,RPTOR
IRF2,RTP4
IRF2,RUNX2
IRF2,STAT1
IRF2,TAPBP
IRF2,TFG
IRF2,TOB1
IRF2,TOM1L1
IRF2,TRMT6
IRF2,VPS11
IRF2,ZBTB20
B2M,IRF4
CD44,IRF4
H2-AA,IRF4
H2-K1,IRF4
ICAM1,IRF4
IL1R1,IRF4
IRF4,IRF5
IRF4,IRF6
IRF4,IRF7
IRF4,IRF8
IRF4,IRF9
IRF4,MT2
IRF4,MYD88
IRF4,OAS3
IRF4,PML
IRF4,REL
IRF4,RORC
IRF4,SFPI1
IRF4,STAT1
IRF4,STAT6
B2M,IRF5
CCL3,IRF5
CCL4,IRF5
CD44,IRF5
H2-AA,IRF5
H2-K1,IRF5
ICAM1,IRF5
IL12A,IRF5
IL1B,IRF5
IRF5,IRF6
IRF5,IRF7
IRF5,IRF8
IRF5,IRF9
IRF5,MT2
IRF5,MYD88
IRF5,NFATC2
IRF5,OAS3
IRF5,PML
IRF5,STAT1
IRF5,TLR7
IRF5,TNF
IRF5,UBC
B2M,IRF6
CD44,IRF6
FDFT1,IRF6
H2-AA,IRF6
H2-K1,IRF6
ICAM1,IRF6
IRF6,IRF7
IRF6,IRF8
IRF6,IRF9
IRF6,MT2
IRF6,OAS3
IRF6,PML
IRF6,STAT1
B2M,IRF7
BST2,IRF7
CD44,IRF7
CHUK,IRF7
CMPK2,IRF7
DDX60,IRF7
GBP3,IRF7
GBP4,IRF7
H2-AA,IRF7
H2-K1,IRF7
ICAM1,IRF7
IFI44,IRF7
IGTP,IRF7
IIGP1,IRF7
IRF7,IRF8
IRF7,LGALS3BP
IRF7,MAVS
IRF7,MT2
IRF7,MYD88
IRF7,OAS3
IRF7,OASL2
IRF7,PML
IRF7,RTP4
IRF7,SPP1
IRF7,TANK
IRF7,TLR7
IRF7,TMBIM6
IRF7,TNF
IRF7,TRIM30A
IRF7,UBA7
IRF7,XAF1
B2M,IRF8
CD44,IRF8
H2-AA,IRF8
H2-K1,IRF8
ICAM1,IRF8
IRF8,IRF9
IRF8,LY86
IRF8,MT2
IRF8,OAS3
IRF8,PML
IRF8,STAT1
IRF8,SUMO1
IRF8,UBC
B2M,IRF9
CD44,IRF9
H2-AA,IRF9
H2-K1,IRF9
ICAM1,IRF9
IGTP,IRF9
IRF9,MT2
IRF9,OAS3
IRF9,OASL2
IRF9,PML
IRF9,RTP4
IRF9,SOX6
IRF9,STAT2
IRF9,STAT3
IRF9,STAT6
IRF9,TYK2
IVNS1ABP,ZFP275
JARID2,MORC3
JARID2,RB1
JARID2,RBBP4
JARID2,SUZ12
JARID2,THRAP3
JARID2,TRIM35
JARID2,ZKSCAN17
9530068E07RIK,JUN
ABCF3,JUN
ABHD16A,JUN
ADK,JUN
AKT1,JUN
ANXA3,JUN
APOA1BP,JUN
APP,JUN
AQP1,JUN
ARID1B,JUN
ATP10A,JUN
ATP6V0C,JUN
ABCF3,JUNB
BACH1,JUN
ANXA3,JUNB
BACH1,JUNB
BHLHE40,JUNB
BTK,JUNB
BUD31,JUNB
BC028528,JUN
CDK1,JUNB
CLIC1,JUNB
CLU,JUNB
COL5A1,JUNB
CPNE8,JUNB
CTNNA1,JUNB
E2F6,JUNB
EEF1A1,JUNB
EFTUD2,JUNB
EIF1AX,JUNB
EIF4E,JUNB
ELF4,JUNB
EWSR1,JUNB
EYA1,JUNB
F3,JUNB
FLI1,JUNB
FTL1,JUNB
GADD45B,JUNB
GSTP1,JUNB
BHLHE40,JUN
HSPA5,JUNB
ICA1,JUNB
IRF6,JUNB
ITCH,JUNB
JUNB,LMNA
JUNB,LSP1
JUNB,LY9
JUNB,MALT1
JUNB,MAPK12
JUNB,MAPK14
JUNB,MAPK9
JUNB,MBNL1
JUNB,NOTCH1
JUNB,OBSCN
JUNB,PDIA3
JUNB,PGD
JUNB,PLEC
JUNB,PLP2
JUNB,POLD4
JUNB,POLR2H
JUNB,PPP2R1B
JUNB,PROCR
JUNB,PSMC2
JUNB,RAB27B
JUNB,RBBP7
JUNB,REXO2
JUNB,RNF115
JUNB,S100A4
JUNB,SCARF1
JUNB,SLAMF9
JUNB,SLC3A2
JUNB,SMARCA2
JUNB,SMARCB1
JUNB,SOX6
JUNB,TCF12
BTG2,JUN
BTK,JUN
JUNB,TMEM33
JUNB,TUBA4A
JUNB,TUBB4B
JUNB,TUBB6
JUNB,UBC
BUD31,JUN
JUNB,UNK
JUNB,VAPA
JUNB,VDR
JUNB,ZFP36
JUNB,ZYX
CAMK2D,JUN
CCL3,JUN
CCL4,JUN
CCNA2,JUN
CERK,JUN
CHURC1,JUN
CIC,JUN
CLIC1,JUN
CLU,JUN
COL5A1,JUN
CPNE8,JUN
CTNNA1,JUN
CTSL,JUN
CXCL16,JUN
DCAF11,JUN
DUSP2,JUN
E2F6,JUN
EBF1,JUN
EEF1A1,JUN
EFTUD2,JUN
EGR2,JUN
EIF1AX,JUN
EIF4E,JUN
ELF4,JUN
EMILIN1,JUN
EWSR1,JUN
EYA1,JUN
F3,JUN
FGL2,JUN
FLI1,JUN
FTL1,JUN
GABARAPL2,JUN
GADD45B,JUN
GLIS2,JUN
GOLPH3,JUN
GSTM1,JUN
GSTP1,JUN
GTF2F1,JUN
H2-DMA,JUN
HCFC1,JUN
HSP90AB1,JUN
HSPA5,JUN
ICA1,JUN
IL12A,JUN
IL7R,JUN
IRF6,JUN
ITCH,JUN
JUN,KIF17
JUN,KLF1
JUN,KLF4
JUN,LAPTM5
JUN,LDB1
JUN,LDHA
JUN,LMBRD1
JUN,LMNA
JUN,LSP1
JUN,LY9
JUN,MAFF
JUN,MALT1
JUN,MAPK1
JUN,MAPK12
JUN,MAPK14
JUN,MAPK3
JUN,MAPK9
JUN,MBNL1
JUN,MFNG
JUN,MTCH2
JUN,MYB
JUN,MYL6
JUN,MYST2
JUN,NAP1L3
JUN,NDUFA10
JUN,NEDD1
JUN,NFATC1
JUN,NFX1
JUN,NOTCH1
JUN,NRAS
JUN,NRF1
JUN,OBSCN
JUN,PDGFRB
JUN,PDIA3
JUN,PGD
JUN,PIM2
JUN,PLEC
JUN,PLK2
JUN,PLP2
JUN,POLD4
JUN,POLR2H
JUN,PPP1R15A
JUN,PPP2R1B
JUN,PRDX3
JUN,PRDX5
JUN,PRDX6
JUN,PROCR
JUN,PRPS1
JUN,PSMC2
JUN,PTGS1
JUN,PTPRS
JUN,RAB27B
JUN,RAB37
JUN,RAP1B
JUN,RBBP7
JUN,RELA
JUN,REXO2
JUN,RHBDF1
JUN,RNF115
JUN,RPL13
JUN,RPL36A
JUN,RPS29
JUN,S100A4
JUN,SCARF1
JUN,SDC1
JUN,SDC4
JUN,SERTAD2
JUN,SFPI1
JUN,SHISA5
JUN,SIDT2
JUN,SIRT7
JUN,SKIL
JUN,SLAMF9
JUN,SLC20A1
JUN,SLC38A6
JUN,SLC3A2
JUN,SMARCA2
JUN,SMARCA5
JUN,SMARCB1
JUN,SNAPC5
JUN,SNRPG
JUN,SOX6
JUN,STAT3
JUN,STX17
JUN,SUGT1
JUN,TAPBP
JUN,TCF12
JUN,TCF25
JUN,TLE2
JUN,TLR2
JUN,TLR4
JUN,TMEM33
JUN,TRAP1
JUN,TRMT2A
JUN,TUBA4A
JUN,TUBB4B
JUN,TUBB6
JUN,UBC
JUN,UCP2
JUN,UNK
JUN,VAPA
JUN,VDR
JUN,VEGFC
JUN,VIM
JUN,WDR36
JUN,WSB1
JUN,YWHAH
JUN,YWHAZ
JUN,ZFP36
JUN,ZFP410
JUN,ZFX
JUN,ZNRD1
JUN,ZYX
JUP,MYC
HSPA8,KDM2B
KDM2B,RBBP4
KDM2B,SKP1A
KDM2B,WDR5
KDM5A,SUZ12
KDM5C,NFE2
BTK,KHDRBS1
DDX4,KHDRBS1
KHDRBS1,LCK
KHDRBS1,LYN
KHDRBS1,NCK1
KHDRBS1,NEDD1
KHDRBS1,RBM39
KHDRBS1,SRSF1
KLF1,SMARCA4
1500032L24RIK,KLF4
1810022K09RIK,KLF4
9530068E07RIK,KLF4
ABL1,KLF4
ABTB1,KLF4
ACAA2,KLF4
ACLY,KLF4
ACTB,KLF4
ACTG1,KLF4
ACTR2,KLF4
ADAM17,KLF4
ADSL,KLF4
AES,KLF4
AFG3L2,KLF4
AGAP3,KLF4
AGPS,KLF4
ALDOC,KLF4
ANAPC2,KLF4
ANKLE1,KLF4
ANXA2,KLF4
ANXA3,KLF4
ANXA5,KLF4
ANXA6,KLF4
APOA1BP,KLF4
ARF1,KLF4
ARPC4,KLF4
ASS1,KLF4
ATF3,KLF4
ATF7,KLF4
ATL2,KLF4
ATP1B3,KLF4
ATP2A3,KLF4
ATP5D,KLF4
ATP6V0D1,KLF4
ATP6V0E,KLF4
ATP6V1B2,KLF4
B3GALNT2,KLF4
B3GNT2,KLF4
B3GNT5,KLF4
BC028528,KLF4
BCAP31,KLF4
BST2,KLF4
CALR,KLF4
CARHSP1,KLF4
CBFB,KLF4
CCDC112,KLF4
CCNE1,KLF4
CCNF,KLF4
CCNL1,KLF4
CD68,KLF4
CD82,KLF4
CDCA4,KLF4
CDK19,KLF4
CDKN1A,KLF4
CENPO,KLF4
CFL1,KLF4
CKS1B,KLF4
COMMD6,KLF4
CORO7,KLF4
CPT2,KLF4
CRIP1,KLF4
CRK,KLF4
CTNNAL1,KLF4
CTR9,KLF4
CTSW,KLF4
CYB5R1,KLF4
CYBA,KLF4
CYTH3,KLF4
DDB1,KLF4
DEGS1,KLF4
DNMT1,KLF4
DNPEP,KLF4
DSTN,KLF4
DUSP5,KLF4
DYNLT1B,KLF4
EHMT1,KLF4
EIF1,KLF4
EIF3E,KLF4
EIF4A1,KLF4
ENPP4,KLF4
EPOR,KLF4
ERLIN1,KLF4
ERLIN2,KLF4
ESYT2,KLF4
ETFA,KLF4
EXOC3,KLF4
EZR,KLF4
FAM136A,KLF4
FAM45A,KLF4
FDFT1,KLF4
FKBP1A,KLF4
FKBP2,KLF4
FLNB,KLF4
FNTA,KLF4
FOXN2,KLF4
FPGS,KLF4
FUBP3,KLF4
GAS5,KLF4
GATAD2A,KLF4
GCNT2,KLF4
GLT25D1,KLF4
GLTP,KLF4
GM2382,KLF4
GM2A,KLF4
GNB4,KLF4
GNGT2,KLF4
GPD1L,KLF4
GPX4,KLF4
GSTM1,KLF4
H2-DMA,KLF4
HCK,KLF4
HDC,KLF4
HERC4,KLF4
HIST1H1C,KLF4
HNRNPD,KLF4
HSP90AA1,KLF4
HSP90AB1,KLF4
HSPA1A,KLF4
IFI30,KLF4
IFRD2,KLF4
IL1R1,KLF4
IL6ST,KLF4
ILVBL,KLF4
IQGAP1,KLF4
IRF6,KLF4
ISYNA1,KLF4
ITGB7,KLF4
ITSN1,KLF4
KCNK5,KLF4
KCTD20,KLF4
KDM2B,KLF4
KLF13,KLF4
KLF3,KLF4
KLF4,LASS5
KLF4,LAX1
KLF4,LDB1
KLF4,LEPROT
KLF4,LLGL1
KLF4,LONP2
KLF4,LRRFIP1
KLF4,LSM7
KLF4,MALAT1
KLF4,MAP1LC3B
KLF4,MAPK9
KLF4,MARCH8
KLF4,MBD2
KLF4,MEA1
KLF4,MED1
KLF4,MED10
KLF4,MED15
KLF4,MED16
KLF4,MED21
KLF4,MED27
KLF4,MFGE8
KLF4,MFSD10
KLF4,MGAT1
KLF4,MICU1
KLF4,MIR17HG
KLF4,MTOR
KLF4,MTPN
KLF4,NDRG1
KLF4,NEAT1
KLF4,NFAT5
KLF4,NFKBIA
KLF4,NIPSNAP3B
KLF4,NOTCH1
KLF4,NPC2
KLF4,NRAS
KLF4,NUAK2
KLF4,OSBPL1A
KLF4,OTUD4
KLF4,P2RX4
KLF4,PABPC1
KLF4,PACS1
KLF4,PBLD2
KLF4,PDCD10
KLF4,PER1
KLF4,PFN1
KLF4,PHF10
KLF4,PHKB
KLF4,PICALM
KLF4,PKM
KLF4,PLA2G15
KLF4,PLEC
KLF4,PLIN2
KLF4,PLIN3
KLF4,PMPCA
KLF4,POLA2
KLF4,POLR1D
KLF4,POR
KLF4,PPARGC1A
KLF4,PPIA
KLF4,PPM1G
KLF4,PPP1CB
KLF4,PQLC3
KLF4,PRDX1
KLF4,PRDX2
KLF4,PRODH
KLF4,PRR13
KLF4,PSAP
KLF4,PSEN1
KLF4,PSEN2
KLF4,PTMA
KLF4,PTP4A2
KLF4,PTS
KLF4,PUS7
KLF4,RAB1
KLF4,RAB11A
KLF4,RABIF
KLF4,RAD21
KLF4,RFC1
KLF4,RHOF
KLF4,RNASET2A
KLF4,RNF13
KLF4,RNF141
KLF4,RNF19A
KLF4,RNF38
KLF4,RPAP1
KLF4,RPL12
KLF4,RPL19
KLF4,RPL23
KLF4,RPS10
KLF4,RPS19
KLF4,RPS5
KLF4,RPS6KA5
KLF4,RRAS
KLF4,RUSC2
KLF4,S100A10
KLF4,S100A6
KLF4,SDC4
KLF4,SDHB
KLF4,SEC11C
KLF4,SEC13
KLF4,SEH1L
KLF4,SEPT2
KLF4,SERPINB6A
KLF4,SERTAD2
KLF4,SGK1
KLF4,SIGIRR
KLF4,SKAP2
KLF4,SLBP
KLF4,SLC29A1
KLF4,SLCO4A1
KLF4,SMARCA4
KLF4,SMARCB1
KLF4,SMARCE1
KLF4,SMPD4
KLF4,SNX10
KLF4,SPAG7
KLF4,SPCS1
KLF4,SRSF2
KLF4,STARD4
KLF4,STAT2
KLF4,STMN1
KLF4,STX2
KLF4,SUN1
KLF4,SUPT4H1
KLF4,SYK
KLF4,TAPBP
KLF4,TBCD
KLF4,THRAP3
KLF4,TMEM168
KLF4,TMEM50A
KLF4,TMSB10
KLF4,TNF
KLF4,TNFRSF13C
KLF4,TOMM40
KLF4,TPM3
KLF4,TPM4
KLF4,TRA2B
KLF4,TRIB3
KLF4,TRIM28
KLF4,TSPAN14
KLF4,TTC39B
KLF4,TUBA1A
KLF4,TUBA1C
KLF4,TUBB4B
KLF4,TUBGCP2
KLF4,TWSG1
KLF4,TXNDC11
KLF4,TXNIP
KLF4,TXNRD2
KLF4,TYK2
KLF4,UBE2D3
KLF4,UPF1
KLF4,UPP1
KLF4,VKORC1L1
KLF4,VPS35
KLF4,WDR43
KLF4,WDSUB1
KLF4,XPC
KLF4,XRCC6
KLF4,YWHAZ
KLF4,ZC3H7A
KLF4,ZFP367
KLF4,ZHX1
CERK,LASS2
DEGS1,LASS2
LASS2,MYCN
LASS2,NCOA3
LASS2,NFE2L2
LASS2,RELA
LASS2,SERTAD2
LASS2,SGMS1
LASS2,SGPP1
LASS2,SMPD4
LASS2,SPHK1
LASS2,UGCG
LASS2,ZFP275
CERK,LASS5
DEGS1,LASS5
LASS5,SGMS1
LASS5,SGPP1
LASS5,SMPD4
LASS5,SPHK1
LASS5,UGCG
LDB1,LMO4
LDB1,TARDBP
LDB1,YWHAZ
LZTS1,POLR2E
LZTS1,POLR2F
LZTS1,POLR2H
LZTS1,POLR2K
LZTS1,POLR3F
LZTS1,POLR3K
LZTS1,SNAPC3
LZTS1,SSB
LZTS1,ZFP143
IL1B,MAFF
MAML3,MYC
MAML3,NOTCH1
MAML3,NOTCH2
MAML3,RBPJ
IL12A,MAPK12
IL1A,MAPK12
IL1B,MAPK12
MAPK12,TNF
IL12A,MAPK14
IL1A,MAPK14
IL1B,MAPK14
MAPK14,TNF
IL12A,MAPK1
IL1A,MAPK1
IL1B,MAPK1
MAPK1,TNF
IL12A,MAPK3
IL1A,MAPK3
IL1B,MAPK3
MAPK3,TNF
IL12A,MAPK9
IL1A,MAPK9
IL1B,MAPK9
MAPK9,SMAD4
MAPK9,TNF
ATP6V1A,MATR3
MATR3,YWHAZ
CBX5,MBD2
MAPK3,MBD2
MBD2,MORF4L1
MBD2,MTA2
MBD2,PPIA
MBD2,RBBP4
MBD2,RBBP7
2810417H13RIK,MCM2
ASF1B,MCM2
ATAD2,MCM2
AURKA,MCM2
AURKB,MCM2
BIRC5,MCM2
BUB1B,MCM2
CCNA2,MCM2
CCNB1,MCM2
CCNB2,MCM2
CDC20,MCM2
CDC45,MCM2
CDC7,MCM2
CDCA5,MCM2
CDCA7,MCM2
CDK1,MCM2
CDKN1A,MCM2
CDT1,MCM2
CENPA,MCM2
CENPE,MCM2
CEP55,MCM2
CKAP2,MCM2
CKS1B,MCM2
CKS2,MCM2
DNAJC9,MCM2
EMB,MCM2
FBXO5,MCM2
FIGNL1,MCM2
H2AFX,MCM2
H3F3A,MCM2
KIF11,MCM2
KIF22,MCM2
LIG1,MCM2
MCM10,MCM2
MCM2,MCM3
MCM2,MCM4
MCM2,MCM6
MCM2,MCM7
MCM2,MKI67
MCM2,MSH6
MCM2,NASP
MCM2,NCAPG
MCM2,NCAPG2
MCM2,NCAPH
MCM2,NDC80
MCM2,ORC2
MCM2,ORC5
MCM2,ORC6
MCM2,PBK
MCM2,PCNA
MCM2,PLK1
MCM2,POLA2
MCM2,POLD1
MCM2,POLE
MCM2,PRIM1
MCM2,PRIM2
MCM2,RACGAP1
MCM2,RB1
MCM2,RPA1
MCM2,RPA2
MCM2,RRM1
MCM2,RRM2
MCM2,SHCBP1
MCM2,SLBP
MCM2,SPC25
MCM2,TIPIN
MCM2,TK1
MCM2,TOP2A
MCM2,TPX2
MCM2,TYMS
MCM2,UBE2C
MCM2,UHRF1
2810417H13RIK,MCM3
ASF1B,MCM3
ATAD2,MCM3
AURKA,MCM3
AURKB,MCM3
BIRC5,MCM3
BUB1B,MCM3
CCNA2,MCM3
CCNB1,MCM3
CCNB2,MCM3
CDC20,MCM3
CDC45,MCM3
CDC7,MCM3
CDCA5,MCM3
CDCA7,MCM3
CDK1,MCM3
CDKN1A,MCM3
CDT1,MCM3
CENPA,MCM3
CEP55,MCM3
CKAP2,MCM3
CKS1B,MCM3
CKS2,MCM3
FBXO5,MCM3
FIGNL1,MCM3
H2AFX,MCM3
KIF11,MCM3
KIF20B,MCM3
KIF22,MCM3
LIG1,MCM3
MCM10,MCM3
MCM3,MCM4
MCM3,MCM6
MCM3,MCM7
MCM3,MKI67
MCM3,MSH6
MCM3,NASP
MCM3,NCAPG
MCM3,NCAPG2
MCM3,NCAPH
MCM3,NDC80
MCM3,ORC2
MCM3,ORC5
MCM3,ORC6
MCM3,PBK
MCM3,PCNA
MCM3,PLK1
MCM3,POLA2
MCM3,POLD1
MCM3,POLE
MCM3,PRIM1
MCM3,PRIM2
MCM3,RACGAP1
MCM3,RB1
MCM3,RPA1
MCM3,RPA2
MCM3,RRM1
MCM3,RRM2
MCM3,SHCBP1
MCM3,SLBP
MCM3,SPC25
MCM3,TIPIN
MCM3,TK1
MCM3,TOP2A
MCM3,TPX2
MCM3,TYMS
MCM3,UBE2C
MCM3,UHRF1
2810417H13RIK,MCM4
ASF1B,MCM4
ATAD2,MCM4
AURKA,MCM4
AURKB,MCM4
BIRC5,MCM4
BUB1B,MCM4
CCNA2,MCM4
CCNB1,MCM4
CCNB2,MCM4
CDC20,MCM4
CDC45,MCM4
CDC7,MCM4
CDCA5,MCM4
CDCA7,MCM4
CDK1,MCM4
CDKN1A,MCM4
CDT1,MCM4
CKS1B,MCM4
CKS2,MCM4
CSE1L,MCM4
DNAJC9,MCM4
FBXO5,MCM4
FIGNL1,MCM4
KIF11,MCM4
KIF22,MCM4
LIG1,MCM4
MCM10,MCM4
MCM4,MCM6
MCM4,MCM7
MCM4,MKI67
MCM4,MSH6
MCM4,NASP
MCM4,NCAPG
MCM4,NCAPG2
MCM4,NCAPH
MCM4,NDC80
MCM4,ORC2
MCM4,ORC5
MCM4,ORC6
MCM4,PBK
MCM4,PCNA
MCM4,PLK1
MCM4,POLA2
MCM4,POLD1
MCM4,POLE
MCM4,PRIM1
MCM4,PRIM2
MCM4,RACGAP1
MCM4,RB1
MCM4,RPA1
MCM4,RPA2
MCM4,RRM1
MCM4,RRM2
MCM4,SHCBP1
MCM4,SLBP
MCM4,TIPIN
MCM4,TK1
MCM4,TOP2A
MCM4,TPX2
MCM4,TRP53
MCM4,TYMS
MCM4,UHRF1
CDC45,MCM5
CDC7,MCM5
MCM5,ORC2
MCM5,ORC5
MCM5,ORC6
2810417H13RIK,MCM6
ASF1B,MCM6
ATAD2,MCM6
AURKA,MCM6
AURKB,MCM6
BIRC5,MCM6
BUB1B,MCM6
CCNA2,MCM6
CCNB1,MCM6
CCNB2,MCM6
CDC20,MCM6
CDC45,MCM6
CDC7,MCM6
CDCA5,MCM6
CDK1,MCM6
CDKN1A,MCM6
CDT1,MCM6
CENPA,MCM6
CEP55,MCM6
CKAP2,MCM6
CKS1B,MCM6
CKS2,MCM6
FBXO5,MCM6
FIGNL1,MCM6
H3F3A,MCM6
KIF11,MCM6
KIF20B,MCM6
KIF22,MCM6
LIG1,MCM6
MCM10,MCM6
MCM6,MCM7
MCM6,MKI67
MCM6,MSH6
MCM6,NCAPG
MCM6,NCAPG2
MCM6,NCAPH
MCM6,NDC80
MCM6,ORC2
MCM6,ORC5
MCM6,ORC6
MCM6,PBK
MCM6,PCNA
MCM6,PLK1
MCM6,POLA2
MCM6,POLD1
MCM6,POLE
MCM6,PRIM1
MCM6,PRIM2
MCM6,RACGAP1
MCM6,RB1
MCM6,RPA1
MCM6,RPA2
MCM6,RRM1
MCM6,RRM2
MCM6,SHCBP1
MCM6,SLBP
MCM6,SPC25
MCM6,TIPIN
MCM6,TK1
MCM6,TOP2A
MCM6,TPX2
MCM6,TYMS
MCM6,UBE2C
MCM6,UHRF1
ASF1B,MCM7
AURKA,MCM7
AURKB,MCM7
BIRC5,MCM7
BUB1B,MCM7
CCNA2,MCM7
CCNB1,MCM7
CCNB2,MCM7
CDC20,MCM7
CDC45,MCM7
CDC7,MCM7
CDCA5,MCM7
CDCA7,MCM7
CDK1,MCM7
CDKN1A,MCM7
CDT1,MCM7
CENPA,MCM7
CEP55,MCM7
CKAP2,MCM7
CKS1B,MCM7
CKS2,MCM7
DNAJC9,MCM7
EIF3E,MCM7
FIGNL1,MCM7
H2AFX,MCM7
KIF11,MCM7
KIF22,MCM7
LIG1,MCM7
MCM10,MCM7
MCM7,MKI67
MCM7,MSH6
MCM7,NASP
MCM7,NCAPG
MCM7,NCAPG2
MCM7,NCAPH
MCM7,NDC80
MCM7,ORC2
MCM7,ORC5
MCM7,ORC6
MCM7,PBK
MCM7,PCNA
MCM7,PLK1
MCM7,POLA2
MCM7,POLD1
MCM7,POLE
MCM7,PRIM1
MCM7,PRIM2
MCM7,RACGAP1
MCM7,RB1
MCM7,RPA1
MCM7,RPA2
MCM7,RRM1
MCM7,RRM2
MCM7,SHCBP1
MCM7,SLBP
MCM7,SPC25
MCM7,TIPIN
MCM7,TK1
MCM7,TOP2A
MCM7,TPX2
MCM7,TYMS
MCM7,UBE2C
MCM7,UHRF1
2310003F16RIK,MECOM
2810468N07RIK,MECOM
AFAP1L1,MECOM
AKR1B3,MECOM
ARHGAP27,MECOM
ATP6V1B2,MECOM
B3GNT2,MECOM
BUB1,MECOM
CALR,MECOM
CAV2,MECOM
CCRN4L,MECOM
CITED4,MECOM
CKAP5,MECOM
CNOT2,MECOM
CNP,MECOM
COG6,MECOM
COPS5,MECOM
CUTA,MECOM
CYBB,MECOM
CYP20A1,MECOM
DCAF11,MECOM
DCTD,MECOM
DDX5,MECOM
ECE2,MECOM
ELP2,MECOM
EMP3,MECOM
EPAS1,MECOM
ERP29,MECOM
FAM96A,MECOM
FBXW11,MECOM
FHL1,MECOM
FOS,MECOM
FOXO1,MECOM
FUT8,MECOM
GMFG,MECOM
GNAI3,MECOM
GNG11,MECOM
GP9,MECOM
GPX3,MECOM
GRN,MECOM
HAGH,MECOM
HEMGN,MECOM
IDH1,MECOM
IL7R,MECOM
IRF4,MECOM
ISCA2,MECOM
JARID2,MECOM
JUNB,MECOM
KCNK5,MECOM
KCTD12,MECOM
KEL,MECOM
KLF6,MECOM
LCP1,MECOM
LMO4,MECOM
MAPK9,MECOM
MEA1,MECOM
MECOM,MGAT1
MECOM,MORF4L2
MECOM,MRPL14
MECOM,MYCT1
MECOM,NDUFA8
MECOM,NPC2
MECOM,NRAS
MECOM,PA2G4
MECOM,PDE4B
MECOM,PFDN5
MECOM,PFKM
MECOM,PIM2
MECOM,PKLR
MECOM,PLCB2
MECOM,PMPCA
MECOM,POLR2H
MECOM,PPP2R1B
MECOM,PPP2R5C
MECOM,PRKAA1
MECOM,PSMC1
MECOM,PSMD7
MECOM,PTPRC
MECOM,PYGL
MECOM,RAB1
MECOM,RAG2
MECOM,RELB
MECOM,RFC1
MECOM,RFX7
MECOM,RGS1
MECOM,RPL27A
MECOM,RPL30
MECOM,RPL36AL
MECOM,RPLP1
MECOM,RPS17
MECOM,RPS27
MECOM,RUNX1T1
MECOM,RUNX2
MECOM,SACM1L
MECOM,SALL2
MECOM,SATB1
MECOM,SEPT7
MECOM,SHFM1
MECOM,SKAP2
MECOM,SLC16A1
MECOM,SLC40A1
MECOM,SMAD2
MECOM,SMARCE1
MECOM,SNAPC5
MECOM,SPHK1
MECOM,SPIRE1
MECOM,ST8SIA4
MECOM,STARD10
MECOM,SUPV3L1
MECOM,TCF7L2
MECOM,TMEM123
MECOM,TMEM168
MECOM,TMEM208
MECOM,TRPS1
MECOM,TSPAN14
MECOM,TTLL7
MECOM,USP37
MECOM,VAMP3
MECOM,VKORC1L1
MECOM,VPS35
MECOM,VPS41
MECOM,WHSC1L1
MECOM,WLS
MECOM,XRCC5
MECOM,ZMYND11
CD36,MED15
CDK19,MED15
FABP4,MED15
LPL,MED15
MED1,MED15
MED10,MED15
MED15,MED16
MED15,MED21
MED15,MED27
MED15,NCOA3
MED15,NCOA6
MED15,PPARGC1A
MED15,THRAP3
MED15,TNF
CD36,MED16
CDK19,MED16
FABP4,MED16
LPL,MED16
MED1,MED16
MED10,MED16
MED16,MED21
MED16,MED27
MED16,NCOA3
MED16,NCOA6
MED16,PML
MED16,PPARGC1A
MED16,TARDBP
MED16,THRAP3
MED16,TNF
MED16,TNFAIP3
MED16,TRP53
ABCB4,MED1
ALAS1,MED1
CD36,MED1
CDK19,MED1
CPT1A,MED1
CPT2,MED1
FABP4,MED1
FADS1,MED1
FDFT1,MED1
GLIPR1,MED1
LPL,MED1
MED1,MED10
MED1,MED21
MED1,MED27
MED1,NCOA3
MED1,NCOA6
MED1,NR4A1
MED1,PLIN2
MED1,PPARGC1A
MED1,RORC
MED1,SIN3B
MED1,SP1
